DISTRICT_NAME,YEAR,CROP_TYPE,AUTUMN_HUMIDITY,SPRING_HUMIDITY,SUMMER_HUMIDITY,WINTER_HUMIDITY,AUTUMN_RAINFALL,SPRING_RAINFALL,SUMMER_RAINFALL,WINTER_RAINFALL,AUTUMN_TEMPERATURE,SPRING_TEMPERATURE,SUMMER_TEMPERATURE,WINTER_TEMPERATURE,AUTUMN_WIND_SPEED,SPRING_WIND_SPEED,SUMMER_WIND_SPEED,WINTER_WIND_SPEED,YIELD
KAVRE,2003,BARLEY,5.85,5.0,13.12,3.02,31.25,17.7,347.91,59.17,12.0,14.08,18.22,5.76,1.92,2.72,2.34,1.96,1000.0
KAVRE,2004,BARLEY,6.98,6.39,13.75,3.58,81.26,251.59,771.17,18.58,9.76,14.68,17.08,5.9,1.66,2.5,2.14,1.91,1000.0
KAVRE,2005,BARLEY,7.07,5.63,13.31,3.65,115.34,75.33,701.08,56.55,10.44,13.74,17.84,5.74,1.62,2.59,2.22,1.9,1000.0
KAVRE,2006,BARLEY,7.57,6.44,13.67,3.67,26.07,146.5,765.6,19.37,10.54,13.86,17.3,7.72,1.72,2.51,2.12,1.95,973.68
KAVRE,2007,BARLEY,7.97,6.94,13.86,3.57,22.27,130.67,827.72,69.72,11.2,13.95,17.39,5.58,1.62,2.42,2.13,1.9,973.68
KAVRE,2008,BARLEY,8.2,6.06,13.89,3.86,23.04,144.8,929.68,16.5,11.34,13.9,17.01,5.85,1.62,2.59,2.07,1.97,973.68
KAVRE,2009,BARLEY,6.54,5.67,13.3,3.49,49.29,110.71,580.71,2.84,11.24,14.36,17.89,7.3,1.82,2.63,2.28,2.02,973.68
KAVRE,2010,BARLEY,8.55,5.68,13.5,3.12,39.4,65.67,800.67,10.95,11.52,15.75,17.76,6.33,1.64,2.75,2.35,1.99,1000.0
KAVRE,2011,BARLEY,8.43,6.52,13.76,3.61,7.05,151.03,797.33,12.88,11.02,13.53,17.23,5.55,1.63,2.53,2.16,1.96,1100.0
KAVRE,2012,BARLEY,6.24,5.19,13.17,3.39,24.92,43.72,804.69,15.38,9.76,14.28,18.03,5.28,1.86,2.82,2.26,2.14,1900.0
KAVRE,2013,BARLEY,8.38,6.02,13.72,3.64,146.33,150.04,903.69,47.59,11.04,14.09,17.35,5.37,1.62,2.76,2.1,2.07,1100.0
KAVRE,2014,BARLEY,7.84,6.06,13.98,4.04,52.61,151.26,936.25,39.58,10.99,13.93,17.72,5.91,1.71,2.65,2.26,1.94,1071.43
KAVRE,2015,BARLEY,7.83,6.99,13.72,4.17,39.93,173.54,820.84,11.13,11.44,13.63,17.82,5.93,1.65,2.46,2.34,1.91,998.59
KAVRE,2016,BARLEY,8.24,6.21,14.32,3.94,50.7,109.56,849.54,14.18,11.79,15.16,17.55,7.02,1.62,2.74,2.19,1.9,1481.48
KAVRE,2017,BARLEY,8.65,6.87,14.17,3.88,46.46,192.15,698.76,8.75,11.77,13.79,17.9,7.43,1.69,2.52,2.35,1.88,1643.84
KAVRE,2018,BARLEY,6.84,7.1,14.25,3.4,0.2,6.26,21.61,0.16,10.54,13.68,17.73,6.32,1.84,2.5,2.21,1.93,1669.47
KAVRE,2019,BARLEY,8.68,6.44,14.04,3.94,1.22,4.49,25.96,2.55,11.66,13.91,17.98,5.16,1.59,2.58,2.26,1.95,1632.15
KHOTANG,1981,BARLEY,6.89,6.65,13.62,3.58,11.0,187.77,716.5,23.42,9.86,12.9,17.09,4.31,2.33,2.9,2.52,2.61,866.67
KHOTANG,1982,BARLEY,6.24,5.8,12.85,3.38,22.67,104.03,432.64,59.51,10.25,12.7,17.54,3.85,2.23,3.19,2.64,2.79,923.08
KHOTANG,1983,BARLEY,6.63,4.9,12.69,2.38,30.99,70.65,438.24,7.46,10.74,12.78,17.97,3.52,2.23,3.63,2.73,3.08,866.67
KHOTANG,1984,BARLEY,6.61,5.21,13.27,2.66,12.79,82.41,615.18,26.11,10.12,14.35,16.77,3.96,2.21,3.23,2.54,3.39,769.23
KHOTANG,1985,BARLEY,7.98,4.94,12.96,3.16,69.52,54.26,556.94,23.76,9.66,14.46,17.26,4.42,2.28,3.39,2.62,2.88,960.0
KHOTANG,1986,BARLEY,6.34,4.84,12.54,3.31,47.42,67.67,528.37,24.5,9.65,12.95,17.18,4.22,2.22,3.41,2.66,2.84,961.54
KHOTANG,1987,BARLEY,7.68,4.67,12.94,3.31,41.98,62.2,684.28,6.39,10.05,13.2,17.58,5.23,2.06,3.16,2.56,2.57,933.33
KHOTANG,1988,BARLEY,6.62,5.66,13.45,3.38,7.48,95.57,591.3,21.7,10.92,13.76,17.41,5.86,2.11,3.22,2.55,2.72,947.37
KHOTANG,1990,BARLEY,6.58,5.38,13.2,3.06,31.68,40.26,482.47,9.51,10.9,13.23,17.85,5.75,2.26,3.2,2.67,2.73,900.0
KHOTANG,1991,BARLEY,5.91,4.36,13.05,2.85,1.24,20.75,476.41,14.71,9.85,14.25,17.73,4.81,2.2,3.42,2.69,2.89,857.14
KHOTANG,1992,BARLEY,6.19,4.37,11.98,2.7,19.86,40.14,382.03,10.32,10.92,13.97,17.73,4.0,2.25,3.84,2.71,2.83,655.17
KHOTANG,1993,BARLEY,6.2,5.28,12.5,2.67,7.35,82.44,325.37,9.6,11.32,12.93,18.1,5.55,2.28,3.35,2.82,2.87,887.5
KHOTANG,1994,BARLEY,5.16,4.6,12.56,2.63,9.23,32.92,274.0,17.21,10.7,14.19,18.6,4.77,2.32,3.34,2.76,3.09,981.25
KHOTANG,1995,BARLEY,6.33,4.34,13.18,2.69,60.12,29.67,408.58,23.46,11.07,14.33,17.96,4.11,2.36,3.67,2.77,3.06,981.25
KHOTANG,1996,BARLEY,6.16,4.67,12.8,2.82,14.52,23.63,382.93,23.15,11.04,14.47,17.68,4.57,2.48,3.5,2.55,2.95,981.25
KHOTANG,1997,BARLEY,5.91,4.56,12.54,2.57,6.87,55.99,369.87,23.1,10.22,12.96,17.85,3.72,2.49,3.31,2.67,3.09,981.25
KHOTANG,1998,BARLEY,7.99,5.84,13.27,2.78,40.13,60.48,404.2,3.03,12.24,13.69,18.2,4.93,2.2,3.35,2.7,2.93,1570.0
KHOTANG,1999,BARLEY,6.78,4.79,12.86,2.92,40.7,54.49,341.89,6.72,11.18,14.91,17.91,6.06,2.29,3.29,2.77,2.65,900.0
KHOTANG,2000,BARLEY,6.85,5.68,13.21,2.47,4.66,69.45,438.73,2.95,11.49,13.57,17.52,4.29,2.3,3.15,2.74,3.01,900.0
KHOTANG,2001,BARLEY,7.52,5.41,13.24,2.59,47.4,44.15,396.43,1.1,11.24,13.93,18.07,5.05,2.12,3.22,2.7,2.94,900.0
KHOTANG,2002,BARLEY,6.49,6.44,12.72,3.2,19.47,97.02,338.03,18.73,10.89,13.77,17.9,5.12,2.26,3.03,2.67,2.8,900.0
KHOTANG,2003,BARLEY,6.76,5.44,13.22,3.34,58.88,34.71,408.29,43.33,10.8,13.49,17.96,4.36,2.35,3.17,2.65,2.64,1000.0
KHOTANG,2004,BARLEY,7.13,6.41,13.59,3.77,42.12,138.44,694.15,11.45,9.35,14.38,17.06,4.56,2.04,3.01,2.59,2.59,629.82
KHOTANG,2005,BARLEY,7.25,5.9,13.22,3.72,55.07,101.26,612.16,25.27,9.92,13.28,17.72,4.5,2.21,3.15,2.58,2.98,600.0
KHOTANG,2006,BARLEY,7.72,6.23,13.36,3.73,17.54,87.34,652.45,6.81,10.06,13.7,17.38,6.22,2.11,3.03,2.53,2.76,684.21
KHOTANG,2007,BARLEY,8.28,6.76,13.65,3.66,20.49,130.07,718.87,31.3,10.71,13.74,17.33,4.12,1.97,2.87,2.5,2.72,684.21
KHOTANG,2008,BARLEY,8.11,6.3,13.77,3.96,28.8,103.25,692.4,20.33,10.8,13.53,17.01,4.5,2.07,2.88,2.46,3.03,800.0
KHOTANG,2009,BARLEY,6.92,5.68,13.08,3.6,66.96,101.66,483.06,1.79,10.46,13.92,17.94,5.64,2.44,3.13,2.6,2.76,800.0
KHOTANG,2010,BARLEY,8.74,5.88,13.59,3.26,35.83,98.16,726.27,5.35,10.89,14.99,17.42,4.75,2.05,3.24,2.64,2.75,790.91
KHOTANG,2011,BARLEY,8.43,6.53,13.7,3.75,15.19,128.23,778.93,12.43,10.66,13.1,17.05,4.1,1.91,2.95,2.47,2.88,925.53
KHOTANG,2012,BARLEY,6.12,5.41,13.28,3.42,19.58,67.16,631.39,9.11,9.06,13.69,17.8,3.68,2.59,3.46,2.42,3.27,977.27
KHOTANG,2013,BARLEY,8.25,5.89,13.57,3.52,139.8,134.32,656.42,31.21,10.23,13.62,17.49,3.99,2.25,3.16,2.25,3.14,1000.0
KHOTANG,2014,BARLEY,7.84,5.63,13.88,3.86,9.95,117.46,660.22,18.47,10.61,13.54,17.71,4.49,2.16,3.28,2.43,3.04,1111.11
KHOTANG,2015,BARLEY,7.84,7.01,13.81,3.98,24.32,197.51,732.31,8.66,11.32,13.27,17.58,5.04,2.02,3.03,2.46,2.85,1199.03
KHOTANG,2016,BARLEY,8.72,6.3,14.29,4.05,52.84,166.62,843.45,13.01,11.14,14.67,17.43,5.91,2.02,3.42,2.38,2.74,1228.64
KHOTANG,2017,BARLEY,8.73,7.09,14.1,4.15,44.78,184.54,709.14,3.7,11.19,13.34,17.58,5.99,2.14,3.13,2.57,2.69,1365.92
KHOTANG,2018,BARLEY,6.99,7.13,14.05,3.56,0.49,5.4,21.61,0.25,10.04,13.33,17.76,4.85,2.3,2.87,2.49,2.8,1366.2
KHOTANG,2019,BARLEY,8.81,6.55,13.98,3.98,0.36,4.74,25.94,1.37,10.88,13.29,17.77,4.01,2.11,3.12,2.63,2.89,1511.43
LALITPUR,1981,BARLEY,7.74,7.13,15.07,4.0,23.8,216.56,812.07,31.07,14.29,17.95,20.86,9.35,1.7,2.43,2.06,1.87,1000.0
LALITPUR,1982,BARLEY,7.24,6.15,14.29,3.85,9.64,77.18,592.95,92.6,14.37,18.2,21.5,9.32,1.86,2.57,2.18,1.86,1000.0
LALITPUR,1983,BARLEY,7.31,5.23,13.8,2.75,52.44,66.35,375.6,5.77,15.36,18.23,22.27,8.82,1.8,2.71,2.26,1.99,1000.0
LALITPUR,1984,BARLEY,7.2,5.12,14.86,2.88,15.29,54.07,739.64,21.66,14.5,20.0,20.55,9.37,1.78,2.76,2.08,1.98,1000.0
LALITPUR,1985,BARLEY,9.22,4.66,14.21,3.63,76.0,33.35,691.33,22.41,13.85,20.08,21.28,9.45,1.58,2.8,2.18,1.94,1000.0
LALITPUR,1986,BARLEY,6.12,5.01,13.97,3.58,34.41,52.15,519.44,47.42,14.73,18.46,21.07,9.61,1.88,2.73,2.14,1.97,1000.0
LALITPUR,1987,BARLEY,8.14,4.61,14.04,3.42,93.53,35.55,634.33,10.27,14.52,18.85,21.7,10.56,1.63,2.69,2.17,1.94,1000.0
LALITPUR,1988,BARLEY,7.16,5.94,15.05,3.59,13.85,148.18,653.13,27.02,15.42,19.18,21.15,10.89,1.82,2.61,2.06,1.92,1333.33
LALITPUR,1990,BARLEY,7.55,5.47,14.91,3.44,18.06,30.0,712.16,21.3,15.3,18.72,21.38,10.76,1.75,2.67,2.11,1.88,750.0
LALITPUR,1991,BARLEY,5.9,4.31,14.54,3.13,2.89,37.96,379.88,25.33,15.11,19.82,21.76,10.12,1.88,2.73,2.27,2.02,1333.33
LALITPUR,1992,BARLEY,7.12,4.27,13.31,3.12,55.05,22.69,389.98,7.9,15.17,19.62,21.78,9.15,1.9,2.95,2.3,1.95,1000.0
LALITPUR,1993,BARLEY,6.35,5.42,14.19,2.87,7.69,110.94,415.32,8.55,15.76,18.14,21.69,10.44,1.93,2.68,2.24,1.97,1000.0
LALITPUR,1994,BARLEY,5.88,4.67,14.22,2.96,3.63,26.81,382.29,18.4,15.17,19.65,22.32,10.1,2.01,2.79,2.32,2.06,1000.0
LALITPUR,1995,BARLEY,6.79,4.44,14.98,3.03,37.91,18.7,520.2,23.57,15.7,19.84,21.44,9.32,1.92,2.88,2.14,2.05,1000.0
LALITPUR,1996,BARLEY,7.04,4.95,14.58,3.15,28.48,46.16,500.86,43.0,15.2,19.82,21.17,9.86,1.82,2.8,2.12,2.0,122.45
LALITPUR,1997,BARLEY,6.16,4.73,14.07,2.84,7.2,48.2,389.77,22.24,15.1,18.29,21.78,8.82,1.94,2.69,2.27,2.01,1056.0
LALITPUR,1998,BARLEY,8.65,5.88,14.76,2.96,28.86,58.95,509.23,4.77,16.85,18.9,21.96,10.14,1.76,2.66,2.25,1.98,6875.0
LALITPUR,1999,BARLEY,6.93,4.52,14.33,3.0,51.8,45.28,348.66,3.06,15.72,20.29,21.75,11.3,1.86,2.79,2.29,2.0,1143.43
LALITPUR,2000,BARLEY,7.68,5.56,15.15,2.71,3.92,67.04,593.65,2.27,15.7,19.22,20.98,9.63,1.86,2.65,2.15,2.02,1100.42
LALITPUR,2001,BARLEY,8.1,5.78,14.98,2.78,21.75,53.55,508.52,0.44,15.66,19.31,21.7,10.31,1.78,2.69,2.19,1.94,1119.15
LALITPUR,2002,BARLEY,6.84,6.55,13.93,3.39,21.53,89.9,332.7,33.24,15.8,19.12,21.98,10.31,1.87,2.62,2.26,1.93,1119.15
LALITPUR,2003,BARLEY,6.74,5.28,14.5,3.57,29.48,17.86,371.86,61.69,15.86,18.92,21.93,9.64,1.84,2.61,2.26,1.92,1168.89
LALITPUR,2004,BARLEY,8.11,7.0,15.42,4.13,90.54,267.77,861.0,22.41,13.65,19.25,20.47,9.8,1.62,2.44,2.03,1.84,1168.89
LALITPUR,2005,BARLEY,8.43,6.04,14.86,4.27,146.26,73.29,783.72,63.0,14.2,18.58,21.38,9.76,1.58,2.5,2.09,1.84,1168.89
LALITPUR,2006,BARLEY,8.82,7.1,15.4,4.2,30.96,172.5,871.51,21.08,14.46,18.46,20.65,11.34,1.64,2.43,1.99,1.83,1244.44
LALITPUR,2007,BARLEY,9.42,7.73,15.45,4.14,26.59,142.99,930.39,82.74,14.8,18.52,20.8,9.27,1.57,2.33,2.02,1.79,1244.44
LALITPUR,2008,BARLEY,9.78,6.54,15.67,4.47,25.66,158.5,1113.82,16.45,14.92,18.66,20.32,9.68,1.53,2.5,1.95,1.84,1136.36
LALITPUR,2009,BARLEY,7.75,6.17,14.88,4.08,53.98,128.48,683.91,3.56,15.06,19.06,21.42,11.04,1.72,2.52,2.1,1.89,1136.36
LALITPUR,2010,BARLEY,10.05,6.1,15.02,3.69,43.6,62.91,885.97,13.89,15.18,20.53,21.34,10.18,1.58,2.68,2.23,1.9,900.0
LALITPUR,2011,BARLEY,9.75,7.13,15.39,4.13,6.77,172.44,891.25,14.08,14.69,18.23,20.65,9.36,1.57,2.46,2.04,1.88,1000.0
LALITPUR,2012,BARLEY,7.84,5.48,14.66,4.0,32.77,40.61,914.28,19.33,13.3,19.14,21.57,9.13,1.78,2.71,2.13,2.01,1076.92
LALITPUR,2013,BARLEY,9.86,6.71,15.46,4.45,159.78,166.11,1043.96,53.19,14.62,18.62,20.63,9.04,1.54,2.61,1.94,2.0,1076.92
LALITPUR,2014,BARLEY,9.2,6.66,15.62,4.77,71.24,167.83,1084.29,46.78,14.6,18.71,21.23,9.6,1.65,2.55,2.07,1.81,620.0
LALITPUR,2015,BARLEY,9.01,7.85,15.36,4.82,51.86,212.93,992.93,18.84,15.2,18.18,21.31,9.91,1.66,2.35,2.18,1.88,568.63
LALITPUR,2016,BARLEY,9.52,6.69,16.03,4.4,72.55,136.98,988.39,12.93,15.42,19.94,20.94,10.87,1.58,2.65,2.0,1.85,1222.22
LALITPUR,2017,BARLEY,10.06,7.7,15.92,4.42,48.3,255.0,858.71,9.57,15.62,18.4,21.38,11.48,1.65,2.39,2.2,1.83,1341.46
LALITPUR,2018,BARLEY,7.9,7.87,16.04,3.88,0.18,8.21,24.95,0.18,14.63,18.26,21.13,10.14,1.78,2.44,2.11,1.86,1325.0
LALITPUR,2019,BARLEY,10.26,7.26,15.84,4.65,1.87,6.12,32.05,3.56,15.11,18.46,21.4,9.12,1.5,2.46,2.12,1.91,1447.37
LAMJUNG,1981,BARLEY,6.7,6.15,13.24,3.45,29.18,166.94,763.93,43.27,9.98,13.14,17.21,4.8,1.78,2.37,2.24,1.87,1000.0
LAMJUNG,1982,BARLEY,6.45,5.58,12.65,3.36,8.77,56.44,559.33,84.55,10.1,12.89,17.58,4.84,1.82,2.51,2.33,1.81,1000.0
LAMJUNG,1983,BARLEY,6.45,4.91,12.24,2.5,75.01,70.02,326.37,6.43,10.64,12.96,18.23,4.41,1.94,2.68,2.47,1.88,909.09
LAMJUNG,1984,BARLEY,6.24,4.52,13.24,2.59,18.23,33.56,698.19,20.76,10.09,15.03,17.0,5.07,1.83,2.74,2.31,1.9,900.0
LAMJUNG,1985,BARLEY,7.72,4.21,12.52,3.14,65.32,27.59,555.85,36.67,9.99,15.0,17.45,5.06,1.7,2.73,2.38,1.88,952.38
LAMJUNG,1986,BARLEY,5.14,4.36,12.19,2.94,25.44,36.28,413.43,43.61,10.48,13.28,17.38,5.24,2.0,2.69,2.36,1.94,1000.0
LAMJUNG,1987,BARLEY,6.36,4.27,12.34,2.83,94.25,28.96,528.93,13.4,10.36,13.67,18.08,6.31,1.81,2.66,2.4,1.97,909.09
LAMJUNG,1988,BARLEY,6.32,4.99,13.39,3.12,12.15,104.6,640.08,27.19,10.76,14.36,17.5,6.7,1.9,2.66,2.27,1.9,1050.0
LAMJUNG,1990,BARLEY,6.7,4.99,13.26,3.01,11.13,29.17,675.17,21.8,10.78,13.54,17.66,6.51,1.9,2.67,2.3,1.87,954.55
LAMJUNG,1991,BARLEY,5.21,3.88,13.08,2.82,3.25,37.33,354.77,30.23,10.44,14.54,17.95,5.54,1.98,2.74,2.49,1.97,909.09
LAMJUNG,1992,BARLEY,6.34,3.91,12.08,2.76,63.35,18.09,400.71,4.76,10.69,14.56,17.66,5.01,1.88,2.82,2.5,1.88,1000.0
LAMJUNG,1993,BARLEY,5.34,4.69,12.74,2.46,5.31,83.19,393.31,7.31,11.3,13.07,17.86,6.34,1.98,2.66,2.49,1.9,866.67
LAMJUNG,1994,BARLEY,5.27,4.2,12.75,2.57,2.31,17.85,377.24,17.6,10.46,14.46,18.34,5.68,2.05,2.77,2.48,1.99,955.0
LAMJUNG,1995,BARLEY,5.82,4.2,13.21,2.7,34.04,25.56,454.77,18.8,11.24,14.46,17.8,4.79,2.03,2.81,2.39,1.97,850.0
LAMJUNG,1996,BARLEY,6.17,4.62,13.0,2.68,31.75,62.93,425.49,47.02,10.92,14.52,17.33,5.61,1.9,2.68,2.32,1.91,845.77
LAMJUNG,1997,BARLEY,5.26,4.28,12.37,2.4,3.89,38.24,277.25,18.7,10.36,13.07,18.17,4.5,2.0,2.63,2.52,1.97,876.24
LAMJUNG,1998,BARLEY,7.5,5.1,13.3,2.54,34.72,49.07,483.92,3.52,12.47,14.02,18.29,5.98,1.91,2.61,2.5,1.98,836.36
LAMJUNG,1999,BARLEY,5.72,4.0,12.72,2.51,45.67,49.9,279.99,6.47,11.36,15.22,18.06,6.81,1.98,2.78,2.55,2.0,910.0
LAMJUNG,2000,BARLEY,6.51,4.88,13.43,2.34,6.64,57.2,525.87,3.68,11.4,14.19,17.33,5.29,1.9,2.65,2.37,1.97,925.0
LAMJUNG,2001,BARLEY,6.68,5.26,13.4,2.39,14.32,60.1,456.9,0.25,11.52,14.01,17.97,6.29,1.88,2.63,2.45,1.94,925.0
LAMJUNG,2002,BARLEY,5.66,5.4,12.26,2.75,14.34,56.34,269.65,33.66,11.32,14.35,18.16,5.92,2.04,2.64,2.5,1.93,1120.0
LAMJUNG,2003,BARLEY,5.65,4.55,12.94,2.89,16.32,16.51,333.29,48.78,11.58,13.84,18.18,5.46,1.98,2.61,2.5,1.94,1120.0
LAMJUNG,2004,BARLEY,7.0,5.86,13.77,3.38,77.43,183.93,841.53,23.17,9.5,14.73,16.93,5.8,1.7,2.49,2.21,1.82,928.57
LAMJUNG,2005,BARLEY,6.97,5.18,13.17,3.65,166.06,58.96,737.47,54.08,9.5,13.44,17.69,5.28,1.72,2.49,2.26,1.77,865.38
LAMJUNG,2006,BARLEY,7.46,6.35,13.86,3.62,33.91,174.82,795.88,18.7,10.32,13.37,17.1,7.42,1.73,2.47,2.2,1.78,964.29
LAMJUNG,2007,BARLEY,7.86,6.73,13.75,3.45,32.43,121.79,893.27,93.65,10.79,13.54,17.34,5.21,1.66,2.36,2.26,1.74,964.29
LAMJUNG,2008,BARLEY,8.2,5.59,13.95,3.77,35.41,122.2,1149.08,10.04,11.06,13.62,16.76,5.57,1.64,2.52,2.15,1.77,892.86
LAMJUNG,2009,BARLEY,6.8,5.5,13.27,3.47,58.02,131.46,664.98,4.69,10.52,14.01,17.62,6.96,1.79,2.53,2.31,1.94,964.29
LAMJUNG,2010,BARLEY,8.52,5.35,13.39,3.18,38.19,39.47,858.58,13.34,11.29,15.56,17.72,5.91,1.69,2.67,2.43,1.92,964.29
LAMJUNG,2011,BARLEY,8.3,6.28,13.67,3.46,10.26,155.1,866.8,14.43,10.88,13.4,17.1,5.37,1.72,2.44,2.24,1.84,1000.0
LAMJUNG,2012,BARLEY,6.9,4.91,13.1,3.48,54.93,40.57,1002.23,23.92,9.51,13.86,17.82,4.93,1.76,2.64,2.33,1.9,1000.0
LAMJUNG,2013,BARLEY,8.3,6.15,13.97,3.92,177.84,164.36,1146.02,65.86,10.82,13.66,16.96,4.9,1.63,2.58,2.19,1.86,964.29
LAMJUNG,2014,BARLEY,7.74,6.19,13.92,4.07,92.29,153.02,1330.35,54.07,10.56,13.38,17.49,5.56,1.7,2.48,2.26,1.76,964.29
LAMJUNG,2015,BARLEY,7.76,7.21,13.83,4.21,86.87,332.68,1436.45,49.67,11.07,12.57,17.37,5.15,1.66,2.2,2.18,1.82,892.86
LAMJUNG,2016,BARLEY,8.04,6.27,14.44,3.87,161.14,212.06,1426.21,9.23,11.34,14.49,17.24,6.68,1.68,2.44,2.22,1.75,1279.07
LAMJUNG,2017,BARLEY,8.74,7.08,14.38,3.96,60.32,405.99,1310.74,10.16,11.4,12.8,17.45,6.97,1.74,2.2,2.27,1.79,1410.26
LAMJUNG,2018,BARLEY,7.1,7.17,14.55,3.56,0.1,14.21,33.01,0.33,10.13,13.02,17.3,5.89,1.81,2.28,2.21,1.8,1472.22
LAMJUNG,2019,BARLEY,8.7,6.74,14.28,4.08,3.14,10.29,41.85,5.38,11.36,12.73,17.39,4.2,1.6,2.28,2.15,1.86,1461.54
MAHOTTARI,1981,BARLEY,10.48,8.99,19.12,5.64,24.56,197.38,1026.91,38.75,21.96,27.91,28.68,17.09,2.11,2.97,3.04,2.34,696.2
MAHOTTARI,1982,BARLEY,9.32,7.86,18.03,5.21,21.33,141.86,691.32,69.91,23.16,27.9,29.72,17.01,1.96,2.88,3.04,2.43,500.0
MAHOTTARI,1983,BARLEY,9.72,6.14,17.26,3.53,56.5,41.19,510.03,7.48,23.75,28.48,30.78,17.05,2.04,3.39,3.22,2.46,793.1
MAHOTTARI,1984,BARLEY,9.76,6.41,19.06,3.96,12.72,55.44,967.83,34.94,22.28,29.72,27.95,16.57,1.92,3.38,3.0,2.62,1000.0
MAHOTTARI,1985,BARLEY,12.6,5.9,18.17,4.89,130.45,34.82,1036.51,21.69,21.13,30.04,29.12,16.97,1.8,3.33,2.97,2.37,923.08
MAHOTTARI,1986,BARLEY,9.04,6.5,17.48,5.45,63.64,79.05,802.09,41.12,22.45,28.5,28.99,16.95,1.86,3.13,3.34,2.57,928.57
MAHOTTARI,1987,BARLEY,12.08,5.87,18.13,4.92,66.54,55.0,1091.12,7.96,21.38,28.9,29.44,17.75,1.71,3.04,2.92,2.34,689.66
MAHOTTARI,1988,BARLEY,10.18,7.66,18.99,4.94,15.05,130.8,889.92,32.62,23.48,28.67,28.92,18.0,2.07,2.98,2.88,2.36,703.7
MAHOTTARI,1990,BARLEY,10.09,6.72,18.73,4.4,26.64,29.73,890.97,25.59,23.41,28.96,29.24,18.33,2.08,3.0,3.1,2.29,892.86
MAHOTTARI,1991,BARLEY,8.48,5.3,17.93,4.1,1.71,21.97,573.1,23.44,22.9,30.25,29.8,18.37,1.92,3.16,3.38,2.5,925.93
MAHOTTARI,1992,BARLEY,9.09,5.4,16.52,3.89,42.19,42.9,501.94,9.58,24.02,29.63,30.31,17.23,2.0,3.98,3.28,2.25,3142.86
MAHOTTARI,1993,BARLEY,9.61,6.94,17.3,3.69,13.1,97.89,596.79,8.96,23.4,28.17,30.18,18.03,1.87,3.28,3.27,2.41,712.5
MAHOTTARI,1994,BARLEY,8.24,5.82,17.62,4.1,14.53,39.06,550.15,26.26,23.52,29.76,30.38,17.84,2.06,3.19,3.4,2.59,660.0
MAHOTTARI,1995,BARLEY,9.74,5.23,18.66,4.13,54.11,13.0,754.25,46.18,23.58,30.09,29.38,17.33,2.0,3.57,3.21,2.53,911.11
MAHOTTARI,1996,BARLEY,9.56,5.82,18.27,4.53,35.07,24.67,718.28,45.01,22.66,30.16,29.3,17.08,2.19,3.33,2.7,2.57,1000.0
MAHOTTARI,1997,BARLEY,9.24,5.72,17.85,3.99,25.56,56.84,720.62,34.92,23.07,28.62,29.55,16.58,2.09,3.23,2.9,2.61,875.0
MAHOTTARI,1998,BARLEY,12.48,7.67,18.47,4.4,55.25,52.81,683.42,11.09,24.26,28.58,29.76,17.11,2.04,3.31,3.23,2.52,350.0
MAHOTTARI,1999,BARLEY,10.17,5.93,17.8,4.31,71.81,58.82,500.08,3.2,23.41,29.87,29.76,18.7,2.07,3.22,3.4,2.51,1000.0
MAHOTTARI,2000,BARLEY,10.23,7.26,19.04,3.65,3.37,88.4,804.95,3.48,23.7,29.02,28.65,17.18,2.04,3.05,3.1,2.55,1000.0
MAHOTTARI,2001,BARLEY,11.74,7.05,18.91,3.97,64.91,72.94,718.86,2.84,23.04,29.41,29.48,17.02,1.96,3.18,3.08,2.33,1000.0
MAHOTTARI,2002,BARLEY,9.94,8.75,17.63,5.01,40.35,143.77,490.2,32.13,23.82,28.7,29.9,17.66,1.96,3.19,3.11,2.37,1000.0
MAHOTTARI,2003,BARLEY,10.3,6.9,18.46,5.38,73.1,29.65,618.26,63.05,22.78,29.03,29.64,16.65,2.1,2.95,3.19,2.32,750.0
MAHOTTARI,2004,BARLEY,10.52,8.64,19.18,5.72,65.18,199.63,917.04,26.06,22.23,29.06,28.28,17.15,1.83,2.77,3.06,2.07,750.0
MAHOTTARI,2005,BARLEY,11.34,7.54,18.52,5.95,111.0,74.0,868.81,52.51,22.33,29.07,29.38,17.44,1.88,2.85,3.0,2.5,750.0
MAHOTTARI,2006,BARLEY,11.86,8.59,19.03,5.58,26.41,134.88,1040.06,11.36,22.6,28.65,28.34,18.0,1.64,2.9,2.88,2.23,1000.0
MAHOTTARI,2007,BARLEY,12.96,9.57,19.23,5.83,30.34,153.94,1175.69,64.28,22.17,28.1,28.52,15.94,1.72,2.67,2.86,2.22,1000.0
MAHOTTARI,2008,BARLEY,13.14,8.55,19.92,6.38,21.48,163.94,1416.88,34.08,22.43,28.54,27.78,16.61,1.64,2.55,2.74,2.21,1000.0
MAHOTTARI,2009,BARLEY,10.72,7.48,18.34,5.77,71.65,95.36,793.41,4.29,22.66,29.05,29.76,17.57,2.17,3.02,2.85,2.33,1000.0
MAHOTTARI,2010,BARLEY,13.26,7.6,18.76,5.16,63.03,91.24,860.45,12.71,23.1,30.31,29.18,17.07,1.87,3.22,3.13,2.43,1000.0
MAHOTTARI,2011,BARLEY,12.63,8.76,19.37,5.62,9.18,177.13,1054.5,13.07,22.54,28.23,28.28,16.4,1.62,2.94,2.96,2.37,1000.0
