DISTRICT_NAME,YEAR,CROP_TYPE,AREA,PRODUCTION,YIELD,AUTUMN_HUMIDITY,SPRING_HUMIDITY,SUMMER_HUMIDITY,WINTER_HUMIDITY,AUTUMN_RAINFALL,SPRING_RAINFALL,SUMMER_RAINFALL,WINTER_RAINFALL,AUTUMN_TEMPERATURE,SPRING_TEMPERATURE,SUMMER_TEMPERATURE,WINTER_TEMPERATURE,AUTUMN_WIND_SPEED,SPRING_WIND_SPEED,SUMMER_WIND_SPEED,WINTER_WIND_SPEED
MANANG,2015,PADDY,0.0,0.0,0.0,4.3,4.56,9.12,2.25,79.79,313.98,1152.1,50.3,-0.02,-1.27,7.72,-8.64,1.86,2.32,2.44,2.55
MANANG,2016,PADDY,0.0,0.0,0.0,4.4,4.43,9.67,2.2,135.14,189.98,1135.58,10.54,0.31,0.93,8.09,-5.48,2.1,2.65,2.39,2.47
MANANG,2017,PADDY,0.0,0.0,,4.83,4.58,9.52,2.25,52.56,393.84,1024.79,9.72,0.2,-1.02,7.86,-5.84,2.04,2.67,2.49,2.5
MANANG,2018,PADDY,0.0,0.0,0.0,3.83,4.51,9.64,2.05,0.09,13.18,26.29,0.37,-1.38,-0.07,8.06,-6.36,2.3,2.46,2.4,2.63
MANANG,2019,PADDY,0.0,0.0,0.0,4.64,4.3,9.39,2.15,2.85,9.82,33.07,5.22,0.45,-1.52,7.83,-9.59,2.08,2.49,2.39,2.81
MORANG,1981,PADDY,80470.0,152890.0,1900.0,10.41,9.66,18.5,5.56,9.8,317.88,1099.05,39.11,20.44,24.38,25.96,15.57,1.76,2.61,2.44,1.99
MORANG,1982,PADDY,74570.0,119180.0,1598.0,9.52,8.49,17.86,5.09,42.67,211.99,824.46,60.2,20.67,24.73,26.39,15.44,1.84,2.61,2.5,2.1
MORANG,1983,PADDY,81670.0,156100.0,1911.0,10.09,6.92,17.58,3.6,41.92,138.14,789.19,10.29,21.25,24.96,27.1,14.99,1.86,3.01,2.56,2.22
MORANG,1984,PADDY,80000.0,149980.0,1875.0,9.99,7.34,18.19,4.09,24.53,147.09,890.06,34.69,20.43,26.21,25.42,14.68,1.81,2.96,2.56,2.15
MORANG,1985,PADDY,74830.0,154150.0,2060.0,11.62,6.95,17.74,4.66,99.77,95.05,906.41,30.0,19.7,26.59,26.13,15.51,1.82,2.93,2.5,2.12
MORANG,1986,PADDY,73430.0,139620.0,1901.0,9.82,6.76,16.98,5.17,77.51,110.53,803.53,20.7,19.81,25.55,26.2,15.57,1.74,2.94,2.76,2.14
MORANG,1987,PADDY,80070.0,169440.0,2116.0,11.67,6.68,17.79,4.96,32.72,121.2,1052.89,9.91,20.23,25.5,26.54,16.48,1.58,2.69,2.55,2.04
MORANG,1988,PADDY,80400.0,191600.0,2383.0,9.87,7.95,18.17,4.77,9.31,129.46,832.91,27.16,22.1,25.72,26.34,16.78,1.81,2.75,2.54,2.06
MORANG,1990,PADDY,84400.0,200980.0,2381.0,9.88,7.69,17.85,4.39,42.36,85.23,654.02,10.32,21.63,25.24,26.74,16.65,1.92,2.68,2.68,2.07
MORANG,1991,PADDY,80180.0,194890.0,2431.0,9.3,5.95,17.75,4.13,3.13,32.57,790.12,14.65,20.16,26.95,26.38,16.41,1.63,2.94,2.76,2.17
MORANG,1992,PADDY,70150.0,161350.0,2300.0,9.03,6.04,16.37,3.89,19.24,86.11,586.02,8.59,21.8,26.09,26.96,15.23,1.9,3.37,2.64,2.05
MORANG,1993,PADDY,95980.0,243691.0,2539.0,9.28,7.37,16.81,3.78,8.91,105.0,472.75,15.14,21.96,25.17,27.21,16.46,1.91,2.91,2.87,2.18
MORANG,1994,PADDY,81555.0,171565.0,2104.0,7.66,6.27,16.99,3.78,18.94,50.27,420.4,23.28,22.12,26.66,27.7,16.18,1.99,2.89,2.93,2.21
MORANG,1995,PADDY,91405.0,237379.0,2597.0,9.59,5.83,17.72,3.88,94.88,50.88,565.38,25.93,21.96,26.91,26.86,15.63,1.93,3.11,2.81,2.24
MORANG,1996,PADDY,92700.0,241940.0,2610.0,9.04,6.48,17.22,4.25,23.74,58.43,553.73,27.1,21.52,26.97,26.72,15.86,1.9,3.04,2.51,2.21
MORANG,1997,PADDY,92750.0,234680.0,2530.0,9.09,6.38,17.11,3.75,8.92,94.11,604.83,27.58,21.16,25.26,26.88,15.11,1.86,2.88,2.68,2.25
MORANG,1998,PADDY,92800.0,240280.0,2589.0,12.25,8.54,18.1,4.22,89.31,129.29,661.68,4.13,22.15,25.1,26.79,15.87,1.83,2.92,2.7,2.15
MORANG,1999,PADDY,95050.0,265887.0,2797.0,10.66,7.06,17.51,4.54,79.57,111.17,579.33,10.23,21.18,26.66,26.56,17.18,1.88,2.87,2.82,2.02
MORANG,2000,PADDY,95000.0,294500.0,3100.0,10.08,8.17,17.79,3.79,10.1,119.22,526.66,7.71,22.18,25.38,26.48,15.49,1.92,2.79,2.77,2.19
MORANG,2001,PADDY,85000.0,263741.0,3103.0,11.54,7.6,17.99,3.86,97.97,88.5,579.66,1.68,21.26,26.07,26.88,15.77,1.69,2.81,2.75,2.05
MORANG,2002,PADDY,94789.0,294435.0,3106.0,10.13,9.31,17.53,4.95,19.6,168.5,568.61,17.93,21.5,25.24,26.55,16.28,1.86,2.8,2.65,2.05
MORANG,2003,PADDY,94790.0,311250.0,3284.0,10.74,7.99,17.95,5.24,115.04,75.57,634.7,58.72,20.66,25.59,26.69,15.37,1.77,2.68,2.65,1.96
MORANG,2004,PADDY,98000.0,321832.0,3284.0,10.78,9.02,18.29,5.87,62.5,149.98,994.61,13.92,19.86,26.12,25.71,15.45,1.66,2.63,2.58,1.86
MORANG,2005,PADDY,98070.0,305740.4,3118.0,11.21,8.52,17.98,5.79,102.32,155.83,929.27,20.81,20.23,25.61,26.69,15.91,1.67,2.58,2.53,2.11
MORANG,2006,PADDY,81360.0,242476.0,2980.0,11.52,8.6,18.07,5.75,28.93,118.12,984.11,4.79,20.37,25.71,26.06,16.51,1.58,2.66,2.57,1.88
MORANG,2007,PADDY,88290.0,273699.0,3100.0,12.32,9.55,18.3,5.68,38.04,220.38,1022.32,31.96,20.71,25.36,25.94,14.67,1.52,2.44,2.49,1.85
MORANG,2008,PADDY,88200.0,279912.0,3174.0,12.21,8.9,18.48,6.18,67.0,136.33,957.34,27.42,20.95,25.61,25.69,15.25,1.53,2.44,2.44,1.91
MORANG,2009,PADDY,77120.0,244500.0,3170.0,10.8,8.06,17.86,5.6,140.42,175.87,775.0,1.93,20.48,25.8,26.74,16.25,1.82,2.71,2.52,1.92
MORANG,2010,PADDY,78200.0,258060.0,3300.0,12.94,8.41,18.5,5.1,54.3,193.97,1206.46,5.58,20.84,26.82,25.85,15.59,1.58,2.76,2.42,1.97
MORANG,2011,PADDY,78200.0,277610.0,3550.0,12.4,9.26,18.48,5.81,28.66,198.2,1251.75,19.63,20.54,24.91,25.7,14.81,1.48,2.56,2.55,1.95
MORANG,2012,PADDY,82840.0,259289.0,3130.0,9.3,7.78,18.12,5.2,37.56,133.54,910.63,12.07,19.58,25.95,26.62,14.81,2.28,2.92,2.24,2.19
MORANG,2013,PADDY,83525.0,332100.0,3976.0,12.07,8.26,18.46,5.34,185.63,225.7,990.17,32.39,20.38,25.41,26.13,15.14,1.78,2.82,2.02,2.5
MORANG,2014,PADDY,82550.0,288925.0,3500.0,11.58,7.7,18.88,5.82,8.43,183.58,890.23,18.96,20.92,25.99,26.64,15.36,1.72,2.91,2.16,2.14
MORANG,2015,PADDY,78000.0,275925.0,3538.0,11.46,10.08,18.77,5.87,25.05,270.91,937.65,9.82,21.94,25.29,26.55,16.64,1.68,2.62,2.31,2.23
MORANG,2016,PADDY,88000.0,325800.0,3702.0,12.88,8.53,19.16,5.89,71.63,238.59,1109.67,14.42,21.24,27.14,26.18,16.87,1.5,3.12,2.35,2.11
MORANG,2017,PADDY,83300.0,320916.0,3853.0,12.77,10.13,18.99,6.18,59.78,241.11,905.95,2.46,21.57,25.38,26.48,17.23,1.78,2.67,2.58,1.98
MORANG,2018,PADDY,87800.0,363492.0,4140.0,10.37,10.08,18.81,5.19,0.8,7.06,25.48,0.23,21.02,24.89,26.67,15.85,1.78,2.61,2.47,2.03
MORANG,2019,PADDY,86634.0,367070.0,4240.0,13.12,9.36,18.96,5.83,0.34,6.32,35.41,1.44,20.76,25.29,26.72,15.81,1.58,2.74,2.64,2.08
MUGU,1981,PADDY,290.0,560.0,1931.0,2.84,3.99,8.32,1.8,27.88,152.59,436.93,74.46,-2.64,-0.65,7.55,-10.06,2.22,2.65,2.62,2.41
MUGU,1982,PADDY,270.0,520.0,1926.0,3.13,3.91,7.69,1.78,3.6,45.08,228.08,76.91,-1.66,-1.24,7.56,-9.31,2.08,3.34,2.86,2.46
MUGU,1983,PADDY,210.0,380.0,1810.0,3.3,3.57,7.8,1.53,51.01,85.94,360.55,18.9,-2.17,-1.22,7.81,-9.37,2.22,3.4,2.85,2.56
MUGU,1984,PADDY,980.0,1470.0,1500.0,2.45,3.43,8.16,1.58,7.95,27.77,241.98,59.47,-1.72,0.83,8.29,-9.52,2.34,3.01,2.9,2.99
MUGU,1985,PADDY,980.0,1670.0,1704.0,3.68,3.2,8.09,1.64,47.97,50.41,275.2,89.21,-1.44,0.74,7.93,-10.13,2.31,3.18,2.89,2.42
MUGU,1986,PADDY,950.0,1620.0,1705.0,2.99,3.2,7.68,1.61,11.44,59.24,405.94,40.46,-2.06,-0.93,7.52,-9.03,2.17,3.32,2.72,2.53
MUGU,1987,PADDY,1120.0,1570.0,1402.0,2.36,3.32,7.25,1.58,21.05,66.2,138.38,30.65,-0.49,-0.41,8.33,-7.4,2.34,3.03,3.04,2.41
MUGU,1988,PADDY,1120.0,1680.0,1500.0,2.93,3.12,8.28,1.81,1.11,55.11,312.71,86.28,-1.34,0.48,8.35,-7.28,2.38,3.23,2.9,2.57
MUGU,1990,PADDY,1150.0,1840.0,1600.0,2.94,3.52,8.22,1.75,2.44,53.19,222.83,49.16,-1.11,-0.21,8.75,-6.56,2.4,3.22,2.87,2.59
MUGU,1991,PADDY,1150.0,1850.0,1609.0,2.25,3.04,7.82,1.66,1.0,82.8,118.23,28.64,-1.85,-0.41,8.67,-8.13,2.31,3.31,3.03,2.68
MUGU,1992,PADDY,1100.0,1750.0,1591.0,3.1,2.85,7.68,1.56,43.15,19.79,197.88,4.98,-1.17,0.35,7.93,-7.86,2.28,3.48,3.01,2.48
MUGU,1993,PADDY,220.0,400.0,1818.0,2.22,3.12,7.9,1.49,0.09,45.9,115.62,13.39,-0.48,-0.59,8.54,-6.53,2.3,3.25,3.07,2.75
MUGU,1994,PADDY,450.0,792.0,1760.0,2.7,3.03,8.02,1.58,0.22,18.8,172.72,24.36,-1.74,0.53,8.98,-8.17,2.34,3.29,2.97,2.85
MUGU,1995,PADDY,363.0,680.0,1873.0,3.0,3.16,7.92,1.64,22.9,16.59,156.68,46.37,-1.03,0.11,8.76,-9.38,2.46,3.34,3.12,2.63
MUGU,1996,PADDY,370.0,700.0,1892.0,3.18,3.36,8.29,1.46,11.76,42.86,153.78,54.25,-0.78,0.31,8.54,-7.87,2.43,3.28,3.07,2.65
MUGU,1997,PADDY,420.0,820.0,1952.0,3.0,3.07,7.88,1.41,4.44,42.19,149.78,56.59,-2.46,-0.75,8.62,-9.81,2.52,3.2,2.94,2.73
MUGU,1998,PADDY,420.0,850.0,2024.0,3.36,3.39,8.36,1.43,23.38,74.4,111.25,6.74,0.45,0.37,9.48,-7.47,2.45,3.04,3.14,2.53
MUGU,1999,PADDY,420.0,820.0,1952.0,2.59,2.48,7.94,1.41,14.1,22.11,115.78,13.94,-0.66,1.61,8.85,-6.55,2.48,3.29,3.06,2.55
MUGU,2000,PADDY,800.0,815.0,1019.0,3.04,3.16,8.56,1.38,0.85,63.68,316.89,19.17,-0.55,0.86,8.06,-8.26,2.42,3.12,2.92,2.77
MUGU,2001,PADDY,800.0,850.0,1063.0,2.94,3.48,8.42,1.39,11.63,39.13,303.38,0.84,-0.3,0.37,8.41,-7.04,2.28,3.07,2.91,2.66
MUGU,2002,PADDY,850.0,1553.0,1827.0,2.72,3.26,7.63,1.5,5.11,15.29,153.71,67.35,-1.28,1.15,8.27,-8.04,2.34,3.09,3.03,2.73
MUGU,2003,PADDY,850.0,1553.0,1827.0,2.62,3.12,8.36,1.55,22.76,8.21,273.63,40.91,-1.18,0.27,8.64,-8.48,2.24,3.32,2.94,2.53
MUGU,2004,PADDY,1850.0,5550.0,3000.0,3.24,3.59,8.3,1.66,30.21,110.34,388.42,22.66,-2.17,1.72,7.84,-7.09,2.19,3.09,2.8,2.4
MUGU,2005,PADDY,1850.0,4078.0,2204.0,3.17,3.62,8.41,1.81,32.04,87.24,513.28,62.84,-2.42,-0.32,8.03,-9.51,2.22,3.16,2.73,2.55
MUGU,2006,PADDY,1050.0,1785.0,1700.0,3.46,4.1,8.64,1.99,19.36,146.13,442.77,24.11,-1.7,-0.35,7.96,-5.87,2.22,2.86,2.68,2.52
MUGU,2007,PADDY,1050.0,1785.0,1700.0,3.4,4.22,8.92,1.69,6.07,178.56,567.61,97.17,-1.16,-0.92,8.06,-8.65,2.12,2.68,2.66,2.39
MUGU,2008,PADDY,1050.0,1785.0,1700.0,3.53,3.8,8.9,1.96,11.11,86.72,633.43,12.09,-0.72,-0.15,7.68,-7.66,2.14,2.85,2.56,2.92
MUGU,2009,PADDY,1167.0,2346.0,2010.0,3.46,3.66,8.02,1.92,95.52,49.09,393.11,15.84,-1.9,0.48,8.05,-6.66,2.22,3.16,2.83,2.36
MUGU,2010,PADDY,565.0,781.0,1382.0,3.88,3.7,8.52,1.76,43.89,24.73,571.29,36.36,-1.07,1.7,8.07,-8.17,2.04,3.07,2.87,2.43
MUGU,2011,PADDY,1294.0,2556.0,1975.0,3.82,4.17,8.93,1.84,2.05,73.22,645.05,55.73,-0.38,-0.21,7.82,-9.34,2.15,2.98,2.64,2.51
MUGU,2012,PADDY,1394.0,2700.0,1937.0,3.64,3.68,8.65,1.97,6.78,47.77,443.21,46.31,-2.33,-0.54,8.3,-9.99,2.37,3.19,2.96,2.84
MUGU,2013,PADDY,1500.0,3751.0,2501.0,4.3,4.26,9.45,2.06,55.29,46.09,644.07,164.69,-0.71,-0.65,8.26,-9.92,2.27,2.99,2.82,2.74
MUGU,2014,PADDY,1350.0,2551.0,1890.0,3.81,4.24,8.82,1.97,46.46,72.4,394.83,105.08,-1.24,-0.69,8.33,-9.47,2.17,3.24,2.98,2.83
MUGU,2015,PADDY,1400.0,2196.0,1569.0,3.76,4.5,8.52,2.16,25.05,216.25,330.3,90.52,-0.21,-1.24,7.98,-8.86,2.16,2.66,2.79,2.8
MUGU,2016,PADDY,950.0,1168.0,1229.0,3.68,4.29,9.26,1.8,16.92,98.29,366.66,36.1,0.07,1.16,8.78,-6.26,2.32,3.09,2.98,2.47
MUGU,2017,PADDY,899.0,1150.0,1279.0,4.09,4.27,9.16,2.05,4.62,153.77,438.42,24.17,-0.36,-0.05,8.49,-6.37,2.32,3.3,3.0,2.73
MUGU,2018,PADDY,903.0,1201.0,1330.0,3.38,4.1,9.14,1.89,0.31,4.74,15.68,0.59,-2.11,0.63,8.53,-6.8,2.3,3.06,2.81,2.55
MUGU,2019,PADDY,0.0,0.0,0.0,4.02,4.12,8.93,2.04,1.01,3.52,13.92,6.81,-0.45,-1.24,8.3,-10.72,2.24,2.85,2.79,2.95
MUSTANG,1981,PADDY,10.0,20.0,2000.0,3.76,4.22,9.08,2.01,30.93,133.99,686.54,57.23,-0.29,1.51,8.55,-7.43,2.12,2.52,2.36,2.2
MUSTANG,1982,PADDY,10.0,20.0,2000.0,3.97,4.07,8.64,2.03,8.14,44.99,479.47,78.44,-0.1,0.63,8.48,-7.01,1.98,2.81,2.49,2.38
MUSTANG,1983,PADDY,0.0,0.0,0.0,3.99,3.67,8.56,1.65,85.6,63.5,342.57,9.37,-0.21,0.89,8.79,-7.23,2.12,3.09,2.54,2.57
MUSTANG,1984,PADDY,0.0,0.0,0.0,3.69,3.41,9.08,1.69,19.52,22.48,614.41,27.98,-0.04,3.21,8.7,-6.67,2.04,2.82,2.39,2.97
MUSTANG,1985,PADDY,0.0,0.0,0.0,4.42,3.37,8.82,1.96,66.56,31.31,434.8,53.66,0.18,3.0,8.66,-7.12,2.18,3.01,2.5,2.47
MUSTANG,1986,PADDY,0.0,0.0,0.0,3.32,3.24,8.46,1.77,20.67,31.07,394.41,39.97,-0.16,1.0,8.5,-6.65,2.19,3.01,2.44,2.36
MUSTANG,1987,PADDY,0.0,0.0,0.0,3.39,3.28,8.42,1.82,79.88,34.71,423.09,16.62,0.46,1.65,9.2,-5.14,2.13,2.85,2.67,2.32
MUSTANG,1988,PADDY,0.0,0.0,0.0,3.86,3.42,9.18,2.09,9.27,69.57,590.94,38.15,0.17,2.43,8.9,-4.45,2.01,3.06,2.38,2.43
MUSTANG,1990,PADDY,0.0,0.0,0.0,4.05,3.73,9.17,1.98,6.86,33.46,542.2,24.94,0.62,1.57,9.22,-4.48,2.16,2.93,2.42,2.56
MUSTANG,1991,PADDY,0.0,0.0,0.0,3.14,3.03,9.04,1.86,3.04,39.33,298.27,34.61,-0.1,2.27,9.32,-6.03,2.17,3.07,2.55,2.46
MUSTANG,1992,PADDY,0.0,0.0,0.0,4.03,2.94,8.54,1.73,61.04,16.4,372.66,3.34,0.32,2.56,8.56,-6.39,2.01,3.2,2.53,2.59
MUSTANG,1993,PADDY,0.0,0.0,0.0,3.22,3.33,8.94,1.67,3.49,60.13,327.74,7.7,1.15,1.26,9.14,-4.45,2.1,3.04,2.64,2.72
MUSTANG,1994,PADDY,0.0,0.0,0.0,3.32,3.11,8.94,1.62,1.73,13.23,331.96,17.42,-0.32,2.42,9.53,-6.02,2.11,3.02,2.47,2.76
MUSTANG,1995,PADDY,0.0,0.0,0.0,3.6,3.22,9.02,1.71,31.07,27.03,376.2,19.92,0.72,2.22,9.34,-6.84,2.23,3.08,2.64,2.61
MUSTANG,1996,PADDY,0.0,0.0,0.0,3.86,3.45,9.12,1.59,30.69,65.18,328.88,47.81,0.83,2.38,8.84,-6.02,2.24,2.95,2.46,2.61
MUSTANG,1997,PADDY,0.0,0.0,0.0,3.41,3.17,8.54,1.48,2.29,31.04,193.18,23.42,-0.56,1.17,9.25,-6.99,2.28,2.91,2.59,2.74
MUSTANG,1998,PADDY,0.0,0.0,0.0,4.56,3.49,9.35,1.55,36.39,43.37,393.43,3.54,2.22,2.46,9.91,-5.05,2.12,2.93,2.57,2.61
MUSTANG,1999,PADDY,0.0,0.0,0.0,3.38,2.89,8.94,1.61,36.28,49.31,206.14,9.78,1.09,3.59,9.43,-4.65,2.26,3.04,2.66,2.45
MUSTANG,2000,PADDY,0.0,0.0,0.0,3.95,3.45,9.3,1.48,8.19,47.46,461.83,6.61,1.08,2.37,8.87,-6.14,2.17,2.94,2.53,2.75
MUSTANG,2001,PADDY,0.0,0.0,0.0,3.92,3.85,9.36,1.52,11.47,60.81,403.81,0.26,1.5,1.99,9.36,-4.79,2.07,2.77,2.51,2.87
MUSTANG,2002,PADDY,0.0,0.0,0.0,3.34,3.64,8.58,1.64,10.22,36.45,214.48,37.29,0.52,2.74,9.1,-5.55,2.29,2.86,2.68,2.58
MUSTANG,2003,PADDY,0.0,0.0,0.0,3.32,3.27,9.18,1.62,13.32,15.61,302.04,39.34,1.22,1.88,9.44,-6.11,2.26,2.99,2.59,2.45
MUSTANG,2004,PADDY,0.0,0.0,0.0,4.03,3.81,9.36,1.91,61.72,119.61,755.43,24.52,-0.7,3.46,8.67,-5.35,2.0,2.89,2.37,2.43
MUSTANG,2005,PADDY,0.0,0.0,0.0,3.72,3.77,9.14,2.13,156.58,54.05,679.16,49.12,-1.99,1.43,9.0,-7.02,2.0,2.86,2.4,2.34
MUSTANG,2006,PADDY,0.0,0.0,0.0,4.13,4.43,9.59,2.23,33.16,170.74,711.53,16.99,-0.09,1.6,8.8,-3.6,2.14,2.63,2.3,2.59
MUSTANG,2007,PADDY,0.0,0.0,0.0,4.25,4.55,9.67,1.94,32.51,117.77,831.03,102.5,0.9,1.07,9.09,-6.22,1.95,2.42,2.39,2.54
MUSTANG,2008,PADDY,0.0,0.0,0.0,4.28,3.98,9.62,2.13,36.91,101.73,1113.1,8.47,1.16,1.71,8.5,-5.63,2.04,2.73,2.19,2.77
MUSTANG,2009,PADDY,0.0,0.0,0.0,4.0,3.87,9.13,2.03,69.32,120.38,623.19,7.07,0.34,2.23,8.93,-4.35,2.16,2.84,2.44,2.53
MUSTANG,2010,PADDY,0.0,0.0,0.0,4.64,3.82,9.32,1.86,39.48,29.59,760.23,14.88,1.36,3.67,9.04,-5.6,2.02,2.86,2.56,2.39
MUSTANG,2011,PADDY,0.0,0.0,0.0,4.52,4.3,9.56,1.95,11.65,137.0,825.1,18.67,1.44,1.69,8.76,-5.96,2.04,2.75,2.33,2.68
MUSTANG,2012,PADDY,0.0,0.0,0.0,3.76,3.65,9.22,2.04,60.57,44.84,992.4,30.98,-0.84,1.57,9.04,-7.18,2.13,2.98,2.45,2.77
MUSTANG,2013,PADDY,0.0,0.0,0.0,4.78,4.31,9.86,2.14,179.12,147.96,1112.09,87.36,0.84,1.27,8.85,-7.31,2.02,2.73,2.29,2.55
MUSTANG,2014,PADDY,0.0,0.0,0.0,4.28,4.38,9.56,2.21,94.02,130.84,1351.19,60.99,0.1,1.18,8.76,-6.31,1.96,2.68,2.38,2.57
MUSTANG,2015,PADDY,0.0,0.0,0.0,4.4,4.8,9.51,2.39,77.43,313.68,1255.73,66.42,1.04,0.09,8.68,-7.46,1.86,2.2,2.28,2.36
MUSTANG,2016,PADDY,0.0,0.0,0.0,4.61,4.53,10.12,2.25,140.19,190.49,1255.15,15.05,1.53,2.4,9.0,-4.25,2.04,2.57,2.29,2.38
MUSTANG,2017,PADDY,0.0,0.0,,4.96,4.74,9.89,2.35,45.0,355.32,1183.91,14.05,1.25,0.64,8.75,-4.53,1.94,2.6,2.28,2.36
MUSTANG,2018,PADDY,0.0,0.0,0.0,3.92,4.64,10.0,2.11,0.09,12.59,31.61,0.44,-0.22,1.45,8.94,-5.03,2.16,2.51,2.21,2.55
MUSTANG,2019,PADDY,0.0,0.0,0.0,4.84,4.46,9.76,2.28,2.57,8.86,36.51,6.05,1.54,0.05,8.74,-8.21,2.0,2.45,2.24,2.52
MYAGDI,1981,PADDY,1920.0,3780.0,1969.0,6.99,6.29,13.51,3.75,39.03,151.52,941.49,63.0,11.14,14.72,18.39,5.93,1.75,2.46,2.23,1.85
MYAGDI,1982,PADDY,1880.0,3700.0,1968.0,6.7,5.85,12.94,3.58,10.89,64.04,660.38,83.15,11.38,14.42,18.66,6.06,1.82,2.56,2.23,1.84
MYAGDI,1983,PADDY,1920.0,3750.0,1953.0,7.03,5.02,12.61,2.73,108.24,71.37,407.71,9.55,11.76,14.63,19.28,5.63,1.85,2.76,2.36,1.92
MYAGDI,1984,PADDY,3000.0,5700.0,1900.0,6.36,4.58,13.67,2.8,23.76,25.23,826.21,27.91,11.37,16.79,18.07,6.22,1.83,2.84,2.25,1.98
MYAGDI,1985,PADDY,3000.0,5400.0,1800.0,7.93,4.29,12.84,3.34,80.75,30.48,612.03,47.32,11.11,16.71,18.62,6.2,1.72,2.84,2.32,1.91
MYAGDI,1986,PADDY,3010.0,5100.0,1694.0,5.43,4.4,12.49,3.12,25.42,34.23,487.19,42.84,11.71,15.0,18.47,6.45,1.96,2.79,2.3,1.99
MYAGDI,1987,PADDY,1870.0,3740.0,2000.0,6.37,4.4,12.52,2.99,101.03,34.29,605.94,19.01,11.9,15.36,19.31,7.56,1.78,2.75,2.35,1.97
MYAGDI,1988,PADDY,1400.0,2520.0,1800.0,6.86,4.86,13.82,3.34,12.97,81.52,798.31,34.52,11.92,16.12,18.59,7.84,1.84,2.78,2.23,1.92
MYAGDI,1990,PADDY,1280.0,2820.0,2203.0,7.17,5.12,13.63,3.23,8.95,33.17,820.41,27.51,11.96,15.16,18.66,7.66,1.84,2.74,2.22,1.93
MYAGDI,1991,PADDY,1280.0,2770.0,2164.0,5.46,3.89,13.48,3.06,3.55,40.51,424.9,38.34,11.72,16.29,19.03,6.79,1.95,2.86,2.37,1.97
MYAGDI,1992,PADDY,1230.0,2460.0,2000.0,6.72,3.91,12.52,2.92,77.86,18.27,502.93,3.44,11.92,16.34,18.69,6.32,1.86,3.0,2.37,1.95
MYAGDI,1993,PADDY,3280.0,6640.0,2024.0,5.42,4.64,13.13,2.57,3.87,71.62,466.56,7.86,12.58,14.79,18.94,7.61,1.98,2.79,2.38,1.98
MYAGDI,1994,PADDY,3280.0,6635.0,2023.0,5.49,4.15,13.22,2.69,3.16,13.32,475.24,20.73,11.82,16.27,19.28,6.98,2.04,2.88,2.3,2.08
MYAGDI,1995,PADDY,3348.0,7198.0,2150.0,6.1,4.25,13.52,2.83,37.63,26.57,535.74,22.85,12.56,16.19,18.85,6.08,1.98,2.91,2.3,2.05
MYAGDI,1996,PADDY,3350.0,7200.0,2149.0,6.41,4.72,13.39,2.8,42.6,71.8,460.23,58.75,12.16,16.21,18.46,6.83,1.88,2.82,2.26,2.0
MYAGDI,1997,PADDY,3350.0,7060.0,2107.0,5.43,4.33,12.6,2.5,4.67,38.79,259.9,21.53,11.72,14.73,19.36,5.78,2.02,2.74,2.5,2.06
MYAGDI,1998,PADDY,3348.0,7250.0,2165.0,7.84,5.11,13.72,2.69,47.06,48.11,574.51,4.16,13.62,15.61,19.37,7.16,1.84,2.73,2.4,2.03
MYAGDI,1999,PADDY,3350.0,8771.0,2618.0,5.82,4.02,13.07,2.66,50.86,56.42,286.89,11.23,12.73,16.83,19.2,8.05,1.96,2.87,2.46,2.05
MYAGDI,2000,PADDY,3348.0,8821.0,2635.0,6.64,4.84,13.81,2.44,8.24,59.97,611.2,6.05,12.58,15.88,18.36,6.53,1.9,2.76,2.29,2.04
MYAGDI,2001,PADDY,3348.0,8972.0,2680.0,6.77,5.37,13.79,2.51,18.85,71.9,527.13,0.29,12.72,15.6,19.02,7.56,1.88,2.67,2.29,2.02
MYAGDI,2002,PADDY,3348.0,9039.0,2700.0,5.78,5.27,12.49,2.88,11.41,45.87,273.56,42.01,12.74,16.13,19.39,7.16,2.05,2.71,2.44,1.99
MYAGDI,2003,PADDY,3348.0,9039.0,2700.0,5.92,4.48,13.36,3.02,15.84,19.38,396.66,40.7,12.86,15.57,19.22,6.75,1.94,2.72,2.39,2.0
MYAGDI,2004,PADDY,3178.0,7633.0,2402.0,7.12,5.63,14.06,3.51,71.38,130.02,982.19,29.57,10.84,16.61,17.97,7.09,1.72,2.68,2.12,1.86
MYAGDI,2005,PADDY,3178.0,7633.0,2402.0,7.33,5.21,13.47,3.86,203.86,57.1,882.89,51.67,10.86,15.15,18.8,6.54,1.64,2.55,2.23,1.81
MYAGDI,2006,PADDY,3145.0,7030.0,2235.0,7.55,6.58,14.24,3.89,41.2,202.32,929.1,15.49,11.6,14.79,18.1,8.59,1.76,2.44,2.11,1.84
MYAGDI,2007,PADDY,3895.0,9348.0,2400.0,8.2,6.96,14.09,3.66,42.61,128.91,1099.28,112.47,11.9,15.01,18.46,6.38,1.64,2.35,2.23,1.79
MYAGDI,2008,PADDY,3895.0,10680.0,2742.0,8.52,5.66,14.39,4.08,46.92,117.48,1496.03,10.07,12.2,15.25,17.75,6.67,1.63,2.58,2.04,1.79
MYAGDI,2009,PADDY,3895.0,9612.0,2468.0,7.22,5.68,13.65,3.75,79.57,145.99,822.14,7.12,11.7,15.59,18.71,8.06,1.76,2.57,2.21,1.98
