ID,DISTRICT,YEAR,autumn_humidity,spring_humidity,summer_humidity,winter_humidity,autumn_rainfall,spring_rainfall,summer_rainfall,winter_rainfall,autumn_temperature,spring_temperature,summer_temperature,winter_temperature,autumn_wind_speed,spring_wind_speed,summer_wind_speed,winter_wind_speed
1575.0,Nuwakot,1996.0,7.04,4.95,14.58,3.15,28.48,46.16,500.86,43.0,15.2,19.82,21.17,9.86,1.82,2.8,2.12,2.0
1576.0,Nuwakot,1997.0,6.16,4.73,14.07,2.84,7.2,48.2,389.77,22.24,15.1,18.29,21.78,8.82,1.94,2.69,2.27,2.01
1577.0,Nuwakot,1998.0,8.65,5.88,14.76,2.96,28.86,58.95,509.23,4.77,16.85,18.9,21.96,10.14,1.76,2.66,2.25,1.98
1578.0,Nuwakot,1999.0,6.93,4.52,14.33,3.0,51.8,45.28,348.66,3.06,15.72,20.29,21.75,11.3,1.86,2.79,2.29,2.0
1579.0,Nuwakot,2000.0,7.68,5.56,15.15,2.71,3.92,67.04,593.65,2.27,15.7,19.22,20.98,9.63,1.86,2.65,2.15,2.02
1580.0,Nuwakot,2001.0,8.1,5.78,14.98,2.78,21.75,53.55,508.52,0.44,15.66,19.31,21.7,10.31,1.78,2.69,2.19,1.94
1581.0,Nuwakot,2002.0,6.84,6.55,13.93,3.39,21.53,89.9,332.7,33.24,15.8,19.12,21.98,10.31,1.87,2.62,2.26,1.93
1582.0,Nuwakot,2003.0,6.74,5.28,14.5,3.57,29.48,17.86,371.86,61.69,15.86,18.92,21.93,9.64,1.84,2.61,2.26,1.92
1583.0,Nuwakot,2004.0,8.11,7.0,15.42,4.13,90.54,267.77,861.0,22.41,13.65,19.25,20.47,9.8,1.62,2.44,2.03,1.84
1584.0,Nuwakot,2005.0,8.43,6.04,14.86,4.27,146.26,73.29,783.72,63.0,14.2,18.58,21.38,9.76,1.58,2.5,2.09,1.84
1585.0,Nuwakot,2006.0,8.82,7.1,15.4,4.2,30.96,172.5,871.51,21.08,14.46,18.46,20.65,11.34,1.64,2.43,1.99,1.83
1586.0,Nuwakot,2007.0,9.42,7.73,15.45,4.14,26.59,142.99,930.39,82.74,14.8,18.52,20.8,9.27,1.57,2.33,2.02,1.79
1587.0,Nuwakot,2008.0,9.78,6.54,15.67,4.47,25.66,158.5,1113.82,16.45,14.92,18.66,20.32,9.68,1.53,2.5,1.95,1.84
1588.0,Nuwakot,2009.0,7.75,6.17,14.88,4.08,53.98,128.48,683.91,3.56,15.06,19.06,21.42,11.04,1.72,2.52,2.1,1.89
1589.0,Nuwakot,2010.0,10.05,6.1,15.02,3.69,43.6,62.91,885.97,13.89,15.18,20.53,21.34,10.18,1.58,2.68,2.23,1.9
1590.0,Nuwakot,2011.0,9.75,7.13,15.39,4.13,6.77,172.44,891.25,14.08,14.69,18.23,20.65,9.36,1.57,2.46,2.04,1.88
1591.0,Nuwakot,2012.0,7.84,5.48,14.66,4.0,32.77,40.61,914.28,19.33,13.3,19.14,21.57,9.13,1.78,2.71,2.13,2.01
1592.0,Nuwakot,2013.0,9.86,6.71,15.46,4.45,159.78,166.11,1043.96,53.19,14.62,18.62,20.63,9.04,1.54,2.61,1.94,2.0
1593.0,Nuwakot,2014.0,9.2,6.66,15.62,4.77,71.24,167.83,1084.29,46.78,14.6,18.71,21.23,9.6,1.65,2.55,2.07,1.81
1594.0,Nuwakot,2015.0,9.01,7.85,15.36,4.82,51.86,212.93,992.93,18.84,15.2,18.18,21.31,9.91,1.66,2.35,2.18,1.88
1595.0,Nuwakot,2016.0,9.52,6.69,16.03,4.4,72.55,136.98,988.39,12.93,15.42,19.94,20.94,10.87,1.58,2.65,2.0,1.85
1596.0,Nuwakot,2017.0,10.06,7.7,15.92,4.42,48.3,255.0,858.71,9.57,15.62,18.4,21.38,11.48,1.65,2.39,2.2,1.83
1597.0,Nuwakot,2018.0,7.9,7.87,16.04,3.88,0.18,8.21,24.95,0.18,14.63,18.26,21.13,10.14,1.78,2.44,2.11,1.86
1598.0,Nuwakot,2019.0,10.26,7.26,15.84,4.65,1.87,6.12,32.05,3.56,15.11,18.46,21.4,9.12,1.5,2.46,2.12,1.91
1599.0,Okhaldhunga,1981.0,7.92,7.5,15.0,4.06,11.1,216.76,762.87,25.08,13.64,16.76,19.97,8.74,1.92,2.58,2.29,2.13
1600.0,Okhaldhunga,1982.0,7.12,6.43,14.23,3.82,23.99,117.3,477.17,65.51,13.94,16.97,20.47,8.63,2.02,2.85,2.33,2.2
1601.0,Okhaldhunga,1983.0,7.58,5.43,14.14,2.67,35.19,80.75,494.32,8.69,14.51,17.02,20.9,7.88,1.88,3.08,2.42,2.38
1602.0,Okhaldhunga,1984.0,7.54,5.82,14.73,2.97,14.85,100.38,649.38,30.24,13.86,18.37,19.63,8.33,1.94,2.94,2.31,2.41
1603.0,Okhaldhunga,1985.0,9.1,5.44,14.3,3.58,78.5,64.76,592.46,26.58,13.32,18.62,20.14,8.77,1.85,2.94,2.31,2.26
1604.0,Okhaldhunga,1986.0,7.15,5.4,13.9,3.68,51.72,76.63,574.47,26.74,13.36,17.21,20.06,8.83,1.89,3.0,2.37,2.3
1605.0,Okhaldhunga,1987.0,8.76,5.18,14.27,3.72,46.34,72.4,729.35,7.17,13.98,17.4,20.49,9.72,1.77,2.83,2.29,2.15
1606.0,Okhaldhunga,1988.0,7.6,6.31,14.89,3.84,8.56,112.25,625.78,23.77,14.79,17.85,20.31,10.1,1.9,2.8,2.29,2.13
1607.0,Okhaldhunga,1989.0,6.8,5.03,14.51,3.0,10.67,76.62,518.85,36.91,14.24,17.94,20.11,8.18,2.01,3.1,2.29,2.53
1608.0,Okhaldhunga,1990.0,7.44,6.03,14.59,3.47,37.88,44.58,506.94,10.03,14.8,17.26,20.65,9.94,1.91,2.77,2.4,2.14
1609.0,Okhaldhunga,1991.0,6.67,4.79,14.41,3.21,1.23,24.78,502.02,16.57,13.61,18.56,20.48,9.25,1.92,2.98,2.41,2.3
1610.0,Okhaldhunga,1992.0,7.06,4.77,13.3,3.06,22.83,44.38,410.36,12.46,14.62,18.21,20.68,8.26,2.01,3.36,2.44,2.23
1611.0,Okhaldhunga,1993.0,6.97,5.88,13.9,3.01,7.82,100.32,347.16,11.29,14.99,17.02,20.85,9.67,2.1,2.95,2.54,2.26
1612.0,Okhaldhunga,1994.0,5.81,5.09,13.94,2.92,9.54,38.17,275.39,18.94,14.69,18.41,21.45,9.28,2.19,2.95,2.55,2.46
1613.0,Okhaldhunga,1995.0,7.12,4.76,14.62,2.97,68.09,37.86,429.93,25.68,15.0,18.6,20.68,8.55,2.07,3.22,2.48,2.42
1614.0,Okhaldhunga,1996.0,6.94,5.15,14.16,3.14,16.71,27.66,386.12,25.8,14.78,18.73,20.47,9.11,2.1,3.14,2.36,2.34
1615.0,Okhaldhunga,1997.0,6.56,5.05,13.84,2.84,6.63,63.24,365.66,26.39,14.21,17.03,20.78,8.0,2.12,2.93,2.5,2.39
1616.0,Okhaldhunga,1998.0,8.86,6.5,14.54,3.05,43.09,72.58,385.01,2.92,16.14,17.58,21.05,9.32,1.89,2.93,2.49,2.33
1617.0,Okhaldhunga,1999.0,7.46,5.25,14.08,3.19,42.28,58.97,314.92,8.55,15.1,18.96,20.8,10.58,1.99,2.97,2.53,2.21
1618.0,Okhaldhunga,2000.0,7.77,6.25,14.56,2.73,5.49,76.22,431.3,2.86,15.22,17.67,20.39,8.74,2.04,2.81,2.49,2.35
1619.0,Okhaldhunga,2001.0,8.44,6.01,14.62,2.86,52.78,45.72,403.4,1.11,14.9,18.11,20.94,9.4,1.88,2.87,2.44,2.26
1620.0,Okhaldhunga,2002.0,7.21,7.23,13.93,3.55,20.43,109.16,318.33,21.76,14.92,17.67,20.8,9.55,2.0,2.64,2.42,2.21
1621.0,Okhaldhunga,2003.0,7.5,6.03,14.51,3.68,65.43,37.64,418.66,47.75,14.67,17.63,20.74,8.91,1.98,2.78,2.38,2.12
1622.0,Okhaldhunga,2004.0,8.14,7.2,15.0,4.27,47.46,165.53,757.95,13.08,13.09,18.24,19.78,8.98,1.78,2.65,2.33,2.08
1623.0,Okhaldhunga,2005.0,8.27,6.61,14.61,4.17,61.97,123.63,672.92,28.77,13.77,17.4,20.57,9.15,1.76,2.74,2.35,2.27
1624.0,Okhaldhunga,2006.0,8.78,7.04,14.8,4.2,18.9,101.77,717.13,7.55,13.77,17.62,20.13,10.59,1.84,2.68,2.28,2.16
1625.0,Okhaldhunga,2007.0,9.41,7.67,15.1,4.14,22.04,153.01,750.4,35.88,14.37,17.67,20.09,8.58,1.71,2.58,2.29,2.11
1626.0,Okhaldhunga,2008.0,9.34,7.02,15.13,4.48,33.34,120.13,732.83,23.03,14.6,17.54,19.79,8.89,1.76,2.59,2.28,2.23
1627.0,Okhaldhunga,2009.0,7.71,6.41,14.48,4.01,73.16,121.68,520.85,1.93,14.32,17.96,20.74,10.18,2.0,2.69,2.41,2.23
1628.0,Okhaldhunga,2010.0,10.0,6.57,14.98,3.65,40.04,116.32,789.18,6.46,14.56,19.07,20.16,9.29,1.76,2.86,2.36,2.22
1629.0,Okhaldhunga,2011.0,9.77,7.35,15.07,4.32,17.37,144.62,846.07,14.39,14.15,17.09,19.81,8.44,1.72,2.61,2.26,2.16
1630.0,Okhaldhunga,2012.0,6.89,6.07,14.67,3.86,20.76,85.0,710.27,10.26,13.18,17.8,20.65,8.39,2.16,2.99,2.24,2.46
1631.0,Okhaldhunga,2013.0,9.41,6.6,14.98,3.95,164.07,162.34,748.08,37.22,14.05,17.67,20.2,8.71,1.83,2.9,2.09,2.46
1632.0,Okhaldhunga,2014.0,9.04,6.36,15.34,4.42,10.6,141.7,732.69,19.33,14.35,17.74,20.54,9.1,1.84,2.92,2.3,2.29
1633.0,Okhaldhunga,2015.0,9.12,7.93,15.4,4.62,29.58,237.71,859.87,10.03,14.83,17.2,20.32,9.49,1.78,2.68,2.32,2.25
1634.0,Okhaldhunga,2016.0,10.01,7.19,15.8,4.77,65.03,201.52,950.58,15.68,14.91,18.58,20.12,10.04,1.7,3.01,2.25,2.14
1635.0,Okhaldhunga,2017.0,9.97,8.02,15.61,4.82,57.24,220.43,790.53,4.01,14.86,17.23,20.42,10.38,1.79,2.65,2.39,2.07
1636.0,Okhaldhunga,2018.0,8.05,8.13,15.57,4.17,0.54,6.65,23.28,0.26,13.77,16.92,20.48,9.11,1.91,2.51,2.29,2.13
1637.0,Okhaldhunga,2019.0,10.1,7.36,15.48,4.58,0.4,5.88,29.25,1.59,14.62,17.25,20.58,8.59,1.74,2.73,2.33,2.14
1638.0,Palpa,1981.0,9.36,7.65,17.12,5.06,43.35,156.63,1127.98,62.57,19.02,24.67,26.04,14.3,1.78,2.57,2.44,2.01
1639.0,Palpa,1982.0,8.49,6.92,16.17,4.72,13.09,82.35,758.57,81.17,19.94,24.63,26.9,14.18,1.94,2.85,2.31,2.1
1640.0,Palpa,1983.0,9.18,5.75,15.42,3.48,111.74,70.71,433.65,10.62,20.47,24.96,28.02,14.06,1.94,3.01,2.54,2.22
1641.0,Palpa,1984.0,8.18,5.22,17.14,3.65,24.42,25.65,928.63,28.34,19.64,26.86,25.72,14.17,1.9,3.09,2.41,2.27
1642.0,Palpa,1985.0,10.64,4.7,15.9,4.4,87.21,26.26,754.82,39.19,18.66,26.86,26.78,14.33,1.75,3.17,2.48,2.15
1643.0,Palpa,1986.0,6.86,5.1,15.4,4.31,29.02,37.79,545.87,45.25,20.26,25.43,26.66,14.7,2.04,2.97,2.5,2.21
1644.0,Palpa,1987.0,9.25,5.06,15.75,4.0,112.52,32.75,760.57,20.86,19.37,25.61,27.24,15.34,1.66,2.95,2.32,2.1
1645.0,Palpa,1988.0,8.86,5.89,17.4,4.25,15.38,86.47,921.87,29.13,20.66,26.12,26.31,15.64,1.87,2.83,2.31,2.13
1646.0,Palpa,1989.0,6.98,4.88,16.84,3.56,9.82,50.99,673.02,45.61,20.83,25.9,26.52,13.96,2.14,3.27,2.37,2.33
1647.0,Palpa,1990.0,9.16,5.82,17.16,4.08,11.32,31.26,1038.65,28.74,20.37,25.64,26.26,15.56,1.88,2.89,2.35,2.2
1648.0,Palpa,1991.0,7.12,4.35,16.63,3.84,3.1,36.94,546.21,37.24,20.08,26.74,27.11,15.39,2.08,3.03,2.53,2.27
1649.0,Palpa,1992.0,8.48,4.56,15.34,3.81,86.22,20.57,582.12,3.63,20.46,26.42,27.15,14.29,2.0,3.62,2.46,2.17
1650.0,Palpa,1993.0,7.18,5.5,16.04,3.21,3.68,75.85,576.59,7.23,20.81,24.86,27.14,15.33,2.02,2.97,2.47,2.2
1651.0,Palpa,1994.0,7.07,4.81,16.28,3.6,5.53,13.35,590.7,25.4,20.59,26.54,27.42,15.31,2.08,3.09,2.4,2.31
1652.0,Palpa,1995.0,8.04,4.78,16.95,3.71,43.51,19.32,660.89,29.69,21.04,26.63,26.75,14.61,2.02,3.27,2.38,2.31
1653.0,Palpa,1996.0,8.3,5.45,16.58,3.92,54.14,62.8,584.49,68.87,20.17,26.44,26.62,14.58,2.04,3.11,2.27,2.22
1654.0,Palpa,1997.0,7.06,4.99,15.5,3.33,10.68,45.52,352.78,24.17,20.82,25.05,27.6,14.06,2.12,2.98,2.57,2.27
1655.0,Palpa,1998.0,10.52,6.24,17.06,3.68,56.68,51.83,750.91,6.0,21.69,25.36,26.98,14.73,1.84,2.85,2.5,2.24
1656.0,Palpa,1999.0,7.92,4.76,16.05,3.62,65.37,56.07,372.15,11.39,20.78,26.71,27.38,16.12,2.02,3.03,2.53,2.23
1657.0,Palpa,2000.0,8.54,5.75,17.31,3.12,6.1,67.59,752.09,5.34,20.87,26.06,26.08,14.67,1.95,2.88,2.36,2.27
1658.0,Palpa,2001.0,9.2,6.28,17.08,3.32,35.52,77.25,639.6,0.4,20.64,25.95,26.96,14.96,1.92,2.85,2.24,2.18
1659.0,Palpa,2002.0,7.65,6.44,15.3,4.03,13.25,53.88,324.95,46.27,21.48,26.2,28.11,15.21,2.05,2.88,2.5,2.2
1660.0,Palpa,2003.0,7.98,5.2,16.45,4.37,18.48,20.42,477.11,40.5,20.88,25.83,27.36,14.56,1.98,2.76,2.49,2.1
1661.0,Palpa,2004.0,9.17,6.87,17.7,4.8,70.55,128.3,1059.38,33.32,19.29,26.41,25.47,14.75,1.69,2.79,2.28,2.0
1662.0,Palpa,2005.0,10.4,5.94,16.89,5.24,230.01,54.86,1000.33,50.98,18.92,25.66,26.57,14.9,1.66,2.73,2.26,2.07
1663.0,Palpa,2006.0,10.18,7.95,17.91,5.11,43.13,208.27,1047.05,12.79,19.98,24.87,25.55,15.64,1.72,2.53,2.14,2.04
1664.0,Palpa,2007.0,11.4,8.56,17.45,5.07,46.31,131.62,1269.85,111.66,19.38,25.0,26.09,13.76,1.56,2.51,2.32,1.92
1665.0,Palpa,2008.0,11.86,6.73,18.3,5.57,47.79,122.2,1735.03,11.86,19.64,25.45,25.02,14.23,1.53,2.6,2.13,1.87
1666.0,Palpa,2009.0,9.72,6.78,17.1,5.11,82.54,151.72,933.83,6.81,19.73,25.56,26.57,15.48,1.85,2.74,2.17,2.07
1667.0,Palpa,2010.0,12.18,6.21,17.2,4.8,46.85,36.7,1181.56,19.04,19.94,27.5,26.57,14.79,1.64,3.0,2.45,1.98
1668.0,Palpa,2011.0,11.34,7.77,17.71,5.08,9.22,168.68,1185.74,18.05,19.74,24.98,25.7,13.9,1.62,2.64,2.29,2.0
1669.0,Palpa,2012.0,10.43,5.67,16.78,5.17,57.14,42.92,1328.11,35.5,18.21,25.9,26.76,13.93,1.6,2.99,2.23,2.05
1670.0,Palpa,2013.0,11.9,7.56,18.19,5.99,223.23,157.44,1521.51,73.35,19.33,25.08,25.34,13.65,1.68,2.77,1.98,1.99
1671.0,Palpa,2014.0,10.81,7.37,17.79,5.94,127.35,132.67,1559.64,65.1,19.24,25.34,26.46,14.03,1.69,2.89,2.06,1.94
1672.0,Palpa,2015.0,9.87,9.01,17.48,5.89,57.76,261.43,1362.3,54.14,20.74,24.46,26.46,14.8,1.7,2.55,2.17,1.99
1673.0,Palpa,2016.0,10.96,7.18,18.54,4.96,151.7,190.29,1426.15,7.51,20.08,26.72,25.93,15.61,1.69,3.02,2.09,2.05
1674.0,Palpa,2017.0,11.56,8.35,18.48,5.51,39.93,258.49,1462.31,13.57,20.77,25.3,26.36,16.22,1.74,2.46,2.3,1.99
1675.0,Palpa,2018.0,9.62,8.64,18.62,4.76,0.06,9.82,40.24,0.31,19.81,24.97,26.0,14.66,1.84,2.61,2.27,2.07
1676.0,Palpa,2019.0,12.24,8.07,18.23,5.8,1.85,6.56,44.08,5.23,19.56,24.95,26.51,14.04,1.55,2.61,2.32,2.08
1677.0,Panchthar,1981.0,8.18,7.75,14.54,4.31,10.13,289.04,1024.8,32.22,11.99,14.13,18.28,6.78,1.68,2.34,2.25,1.79
1678.0,Panchthar,1982.0,7.64,6.91,14.16,4.05,39.11,177.15,767.28,53.29,11.58,14.33,18.4,6.67,1.74,2.43,2.3,1.81
1679.0,Panchthar,1983.0,7.91,5.79,14.05,2.96,27.53,147.91,715.21,10.18,12.28,14.21,18.86,5.72,1.74,2.59,2.37,1.89
1680.0,Panchthar,1984.0,8.09,6.17,14.24,3.3,23.45,127.18,856.44,25.84,11.92,15.69,17.96,6.31,1.74,2.63,2.31,1.75
1681.0,Panchthar,1985.0,8.75,5.95,13.98,3.78,86.83,84.52,821.48,26.09,11.65,15.88,18.18,6.75,1.7,2.61,2.24,1.86
1682.0,Panchthar,1986.0,7.59,5.63,13.49,3.95,62.48,87.73,695.83,16.0,11.3,14.62,18.32,6.91,1.75,2.64,2.35,1.82
1683.0,Panchthar,1987.0,8.7,5.57,14.15,3.85,31.42,115.18,908.6,10.07,12.64,14.69,18.61,7.96,1.66,2.56,2.33,1.86
1684.0,Panchthar,1988.0,7.78,6.47,14.35,3.92,6.22,111.15,780.49,19.94,12.92,15.43,18.6,8.26,1.76,2.53,2.3,1.81
1685.0,Panchthar,1989.0,7.46,5.26,14.24,3.12,9.27,162.19,797.41,41.59,11.86,15.27,18.1,6.24,1.76,2.69,2.22,1.91
1686.0,Panchthar,1990.0,7.78,6.52,14.25,3.66,35.0,87.88,615.79,7.36,12.76,14.46,18.8,7.91,1.78,2.55,2.39,1.85
1687.0,Panchthar,1991.0,7.38,5.18,14.26,3.38,3.24,37.67,776.03,14.82,11.46,15.76,18.46,7.13,1.66,2.71,2.35,1.89
1688.0,Panchthar,1992.0,7.47,5.16,13.3,3.2,13.31,86.3,634.11,6.44,12.26,15.33,18.42,6.17,1.81,2.72,2.29,1.83
1689.0,Panchthar,1993.0,7.39,6.13,13.73,3.2,5.41,101.63,424.07,14.64,13.04,14.5,18.86,7.66,1.9,2.58,2.44,1.89
1690.0,Panchthar,1994.0,6.34,5.38,13.94,3.01,15.77,56.3,458.33,23.04,12.36,15.67,19.29,7.22,1.98,2.66,2.41,1.93
1691.0,Panchthar,1995.0,7.48,5.09,14.19,3.11,86.86,60.76,512.25,19.52,12.92,15.89,18.88,6.43,1.87,2.72,2.48,1.94
1692.0,Panchthar,1996.0,7.43,5.6,13.82,3.33,23.25,62.1,563.38,29.98,12.62,15.93,18.5,7.19,1.8,2.68,2.31,1.88
1693.0,Panchthar,1997.0,7.3,5.47,13.8,3.01,4.36,106.26,623.49,21.51,11.7,14.29,18.71,5.98,1.76,2.59,2.38,1.91
1694.0,Panchthar,1998.0,9.41,7.03,14.5,3.33,70.89,138.28,664.81,1.92,13.96,14.85,18.95,7.33,1.71,2.53,2.36,1.91
1695.0,Panchthar,1999.0,8.12,5.92,14.01,3.56,70.29,107.16,585.83,8.81,12.86,16.32,18.69,8.5,1.76,2.65,2.42,1.9
1696.0,Panchthar,2000.0,8.2,6.66,14.22,3.07,10.1,113.55,532.02,6.3,13.14,14.94,18.61,6.63,1.83,2.55,2.45,1.9
1697.0,Panchthar,2001.0,8.72,6.43,14.4,3.13,82.21,115.71,576.8,3.0,12.86,15.25,18.96,7.46,1.7,2.55,2.36,1.83
1698.0,Panchthar,2002.0,7.7,7.53,14.04,3.81,14.03,144.13,556.42,14.53,12.64,14.95,18.6,7.58,1.82,2.46,2.37,1.86
1699.0,Panchthar,2003.0,8.22,6.65,14.32,3.86,98.27,67.38,608.02,53.72,12.5,14.86,18.81,7.05,1.7,2.52,2.33,1.79
1700.0,Panchthar,2004.0,8.14,7.43,14.4,4.42,52.47,115.4,849.05,10.32,11.3,15.86,18.19,7.11,1.69,2.5,2.38,1.75
1701.0,Panchthar,2005.0,8.42,6.9,14.24,4.34,95.59,139.01,794.48,15.3,12.04,14.89,18.86,7.41,1.61,2.47,2.33,1.79
1702.0,Panchthar,2006.0,8.57,7.09,14.35,4.49,25.67,106.98,813.83,3.68,12.01,15.17,18.58,8.77,1.66,2.48,2.39,1.73
1703.0,Panchthar,2007.0,9.24,7.65,14.48,4.3,26.18,176.52,913.44,27.44,12.78,15.37,18.46,6.84,1.61,2.38,2.34,1.66
1704.0,Panchthar,2008.0,9.1,7.35,14.49,4.66,67.44,124.92,836.16,17.47,12.92,15.01,18.27,7.03,1.65,2.44,2.3,1.73
1705.0,Panchthar,2009.0,8.06,6.72,14.32,4.3,122.69,209.42,654.41,2.28,12.32,15.32,18.8,8.2,1.68,2.53,2.4,1.78
1706.0,Panchthar,2010.0,9.78,7.0,14.62,3.77,50.32,193.28,1149.3,3.29,13.0,16.25,18.3,7.48,1.61,2.53,2.29,1.78
1707.0,Panchthar,2011.0,9.44,7.57,14.54,4.51,24.46,156.01,1134.9,22.73,12.55,14.6,18.22,6.66,1.62,2.39,2.32,1.73
1708.0,Panchthar,2012.0,6.96,6.64,14.5,3.98,31.36,136.43,859.03,14.28,11.73,15.06,18.92,6.63,1.78,2.55,2.18,1.82
1709.0,Panchthar,2013.0,8.99,6.83,14.65,3.94,155.68,226.41,993.22,36.81,12.49,15.3,18.57,7.38,1.62,2.51,2.08,1.82
1710.0,Panchthar,2014.0,8.99,6.64,14.99,4.5,8.0,212.75,811.18,12.65,12.79,15.2,18.83,7.67,1.66,2.5,2.32,1.72
1711.0,Panchthar,2015.0,9.25,8.17,14.96,4.71,27.84,260.99,970.39,11.99,13.26,14.95,18.64,7.78,1.62,2.42,2.4,1.82
1712.0,Panchthar,2016.0,9.87,7.36,15.19,4.84,81.97,252.05,1083.13,14.55,13.47,16.11,18.53,8.41,1.64,2.59,2.37,1.79
1713.0,Panchthar,2017.0,9.74,8.19,15.09,4.89,59.27,258.43,947.82,4.3,13.18,14.82,18.79,8.76,1.69,2.46,2.46,1.75
1714.0,Panchthar,2018.0,8.16,8.28,15.14,4.32,0.65,8.02,29.5,0.38,11.92,14.49,18.84,7.45,1.75,2.39,2.31,1.76
1715.0,Panchthar,2019.0,9.99,7.76,15.1,4.53,0.64,7.54,35.35,1.56,13.3,14.62,18.84,6.85,1.59,2.38,2.38,1.82
1716.0,Parbat,1981.0,6.99,6.29,13.51,3.75,39.03,151.52,941.49,63.0,11.14,14.72,18.39,5.93,1.75,2.46,2.23,1.85
1717.0,Parbat,1982.0,6.7,5.85,12.94,3.58,10.89,64.04,660.38,83.15,11.38,14.42,18.66,6.06,1.82,2.56,2.23,1.84
1718.0,Parbat,1983.0,7.03,5.02,12.61,2.73,108.24,71.37,407.71,9.55,11.76,14.63,19.28,5.63,1.85,2.76,2.36,1.92
1719.0,Parbat,1984.0,6.36,4.58,13.67,2.8,23.76,25.23,826.21,27.91,11.37,16.79,18.07,6.22,1.83,2.84,2.25,1.98
1720.0,Parbat,1985.0,7.93,4.29,12.84,3.34,80.75,30.48,612.03,47.32,11.11,16.71,18.62,6.2,1.72,2.84,2.32,1.91
1721.0,Parbat,1986.0,5.43,4.4,12.49,3.12,25.42,34.23,487.19,42.84,11.71,15.0,18.47,6.45,1.96,2.79,2.3,1.99
1722.0,Parbat,1987.0,6.37,4.4,12.52,2.99,101.03,34.29,605.94,19.01,11.9,15.36,19.31,7.56,1.78,2.75,2.35,1.97
1723.0,Parbat,1988.0,6.86,4.86,13.82,3.34,12.97,81.52,798.31,34.52,11.92,16.12,18.59,7.84,1.84,2.78,2.23,1.92
1724.0,Parbat,1989.0,5.54,4.23,13.58,2.77,9.71,54.67,555.68,44.39,11.94,15.9,18.53,6.04,2.05,2.84,2.26,2.03
1725.0,Parbat,1990.0,7.17,5.12,13.63,3.23,8.95,33.17,820.41,27.51,11.96,15.16,18.66,7.66,1.84,2.74,2.22,1.93
1726.0,Parbat,1991.0,5.46,3.89,13.48,3.06,3.55,40.51,424.9,38.34,11.72,16.29,19.03,6.79,1.95,2.86,2.37,1.97
1727.0,Parbat,1992.0,6.72,3.91,12.52,2.92,77.86,18.27,502.93,3.44,11.92,16.34,18.69,6.32,1.86,3.0,2.37,1.95
1728.0,Parbat,1993.0,5.42,4.64,13.13,2.57,3.87,71.62,466.56,7.86,12.58,14.79,18.94,7.61,1.98,2.79,2.38,1.98
1729.0,Parbat,1994.0,5.49,4.15,13.22,2.69,3.16,13.32,475.24,20.73,11.82,16.27,19.28,6.98,2.04,2.88,2.3,2.08
1730.0,Parbat,1995.0,6.1,4.25,13.52,2.83,37.63,26.57,535.74,22.85,12.56,16.19,18.85,6.08,1.98,2.91,2.3,2.05
1731.0,Parbat,1996.0,6.41,4.72,13.39,2.8,42.6,71.8,460.23,58.75,12.16,16.21,18.46,6.83,1.88,2.82,2.26,2.0
1732.0,Parbat,1997.0,5.43,4.33,12.6,2.5,4.67,38.79,259.9,21.53,11.72,14.73,19.36,5.78,2.02,2.74,2.5,2.06
1733.0,Parbat,1998.0,7.84,5.11,13.72,2.69,47.06,48.11,574.51,4.16,13.62,15.61,19.37,7.16,1.84,2.73,2.4,2.03
1734.0,Parbat,1999.0,5.82,4.02,13.07,2.66,50.86,56.42,286.89,11.23,12.73,16.83,19.2,8.05,1.96,2.87,2.46,2.05
1735.0,Parbat,2000.0,6.64,4.84,13.81,2.44,8.24,59.97,611.2,6.05,12.58,15.88,18.36,6.53,1.9,2.76,2.29,2.04
1736.0,Parbat,2001.0,6.77,5.37,13.79,2.51,18.85,71.9,527.13,0.29,12.72,15.6,19.02,7.56,1.88,2.67,2.29,2.02
1737.0,Parbat,2002.0,5.78,5.27,12.49,2.88,11.41,45.87,273.56,42.01,12.74,16.13,19.39,7.16,2.05,2.71,2.44,1.99
1738.0,Parbat,2003.0,5.92,4.48,13.36,3.02,15.84,19.38,396.66,40.7,12.86,15.57,19.22,6.75,1.94,2.72,2.39,2.0
1739.0,Parbat,2004.0,7.12,5.63,14.06,3.51,71.38,130.02,982.19,29.57,10.84,16.61,17.97,7.09,1.72,2.68,2.12,1.86
1740.0,Parbat,2005.0,7.33,5.21,13.47,3.86,203.86,57.1,882.89,51.67,10.86,15.15,18.8,6.54,1.64,2.55,2.23,1.81
1741.0,Parbat,2006.0,7.55,6.58,14.24,3.89,41.2,202.32,929.1,15.49,11.6,14.79,18.1,8.59,1.76,2.44,2.11,1.84
1742.0,Parbat,2007.0,8.2,6.96,14.09,3.66,42.61,128.91,1099.28,112.47,11.9,15.01,18.46,6.38,1.64,2.35,2.23,1.79
1743.0,Parbat,2008.0,8.52,5.66,14.39,4.08,46.92,117.48,1496.03,10.07,12.2,15.25,17.75,6.67,1.63,2.58,2.04,1.79
1744.0,Parbat,2009.0,7.22,5.68,13.65,3.75,79.57,145.99,822.14,7.12,11.7,15.59,18.71,8.06,1.76,2.57,2.21,1.98
1745.0,Parbat,2010.0,8.82,5.33,13.76,3.49,44.87,34.37,1010.25,17.3,12.42,17.27,18.8,7.05,1.67,2.78,2.32,1.94
1746.0,Parbat,2011.0,8.62,6.43,14.07,3.73,12.64,163.87,1067.64,18.22,12.02,14.98,18.15,6.44,1.68,2.5,2.18,1.87
